FIPS,Class,Geographic Name,Geographic Subtype,Total Vote,Democratic,Republican,Independent,Libertarian,Green,Constitution,Independent American,Reform,Peace and Justice,Natural Law,Write-ins,State1,State2,State3,State4,State5,State6,State7
fips,class,name,type,totalvote,vote1,vote2,vote3,vote4,vote5,vote6,vote7,vote8,vote9,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote17,vote18
54041,1,Lewis,County,7004,1239,5467,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54043,1,Lincoln,County,7043,1283,5555,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54045,1,Logan,County,11036,1874,8916,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54047,1,McDowell,County,5155,898,4121,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54049,1,Marion,County,24314,7834,15406,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54051,1,Marshall,County,13154,4027,8902,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54053,1,Mason,County,10402,2156,7890,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54055,1,Mercer,County,23079,4306,18120,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54057,1,Mineral,County,12749,2207,10157,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54059,1,Mingo,County,8195,1085,6940,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54061,1,Monongalia,County,40926,18272,20874,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54063,1,Monroe,County,6238,1235,4804,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54065,1,Morgan,County,8825,1840,6662,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54067,1,Nicholas,County,9864,2006,7538,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54069,1,Ohio,County,18624,7599,10750,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54071,1,Pendleton,County,3353,614,2658,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54073,1,Pleasants,County,3304,641,2569,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54075,1,Pocahontas,County,3804,1014,2649,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54077,1,Preston,County,14152,2477,9988,0,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54079,1,Putnam,County,26955,6841,19184,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54081,1,Raleigh,County,29991,6970,21796,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54083,1,Randolph,County,11420,2881,8107,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54085,1,Ritchie,County,3944,547,3278,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54087,1,Roane,County,5441,1190,4100,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54089,1,Summers,County,5135,1267,3708,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54091,1,Taylor,County,7199,1518,5344,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54093,1,Tucker,County,3611,849,2544,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54095,1,Tyler,County,3553,643,2795,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54097,1,Upshur,County,9690,1879,7437,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54099,1,Wayne,County,15243,3392,11416,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54101,1,Webster,County,2941,541,2331,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54103,1,Wetzel,County,6077,1494,4469,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54105,1,Wirt,County,2520,419,2001,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54107,1,Wood,County,36643,9381,26084,0,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54109,1,Wyoming,County,7378,956,6207,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55001,1,Adams,County,12759,4806,7551,0,0,0,0,0,0,0,0,11,189,202,0,0,0,0,0
55003,1,Ashland,County,8839,4775,3844,0,0,0,0,0,0,0,0,6,122,92,0,0,0,0,0
55005,1,Barron,County,26541,9352,16462,0,0,0,0,0,0,0,0,18,358,348,3,0,0,0,0
55007,1,Bayfield,County,11169,6260,4697,0,0,0,0,0,0,0,0,10,116,86,0,0,0,0,0
55009,1,Brown,County,147871,67789,76722,0,0,0,0,0,0,0,0,120,1921,1319,0,0,0,0,0
55011,1,Buffalo,County,8019,2913,4898,0,0,0,0,0,0,0,0,7,102,99,0,0,0,0,0
55013,1,Burnett,County,10731,3730,6745,0,0,0,0,0,0,0,0,0,129,127,0,0,0,0,0
55015,1,Calumet,County,32674,12850,19075,0,0,0,0,0,0,0,0,12,431,306,0,0,0,0,0
55017,1,Chippewa,County,38055,14875,22189,0,0,0,0,0,0,0,0,26,553,412,0,0,0,0,0
55019,1,Clark,County,15177,4819,9917,0,0,0,0,0,0,0,0,15,220,206,0,0,0,0,0
55021,1,Columbia,County,34624,16753,17120,0,0,0,0,0,0,0,0,21,435,295,0,0,0,0,0
55023,1,Crawford,County,9042,4026,4761,0,0,0,0,0,0,0,0,2,126,127,0,0,0,0,0
55025,1,Dane,County,363441,273696,84762,0,0,0,0,0,0,0,0,388,3260,1334,1,0,0,0,0
55027,1,Dodge,County,49895,16819,31928,0,0,0,0,0,0,0,0,0,660,488,0,0,0,0,0
55029,1,Door,County,20808,10503,9942,0,0,0,0,0,0,0,0,12,196,155,0,0,0,0,0
55031,1,Douglas,County,24889,13119,11105,0,0,0,0,0,0,0,0,19,391,253,2,0,0,0,0
55033,1,Dunn,County,25376,10795,13983,0,0,0,0,0,0,0,0,0,368,230,0,0,0,0,0
55035,1,Eau Claire,County,62389,34382,26584,0,0,0,0,0,0,0,0,66,828,529,0,0,0,0,0
55037,1,Florence,County,3134,788,2272,0,0,0,0,0,0,0,0,0,36,38,0,0,0,0,0
55039,1,Fond du Lac,County,58039,20777,35909,0,0,0,0,0,0,0,0,15,772,566,0,0,0,0,0
55041,1,Forest,County,5191,1853,3200,0,0,0,0,0,0,0,0,2,70,66,0,0,0,0,0
55043,1,Grant,County,26910,11300,14995,0,0,0,0,0,0,0,0,17,333,265,0,0,0,0,0
55045,1,Green,County,21934,11188,10280,0,0,0,0,0,0,0,0,10,264,192,0,0,0,0,0
55047,1,Green Lake,County,10986,3592,7138,0,0,0,0,0,0,0,0,5,145,105,1,0,0,0,0
55049,1,Iowa,County,14566,7946,6323,0,0,0,0,0,0,0,0,7,172,118,0,0,0,0,0
55051,1,Iron,County,4036,1513,2445,0,0,0,0,0,0,0,0,2,44,32,0,0,0,0,0
55053,1,Jackson,County,10401,4314,5764,0,0,0,0,0,0,0,0,0,170,149,4,0,0,0,0
55055,1,Jefferson,County,49689,20631,28005,0,0,0,0,0,0,0,0,44,578,431,0,0,0,0,0
55057,1,Juneau,County,14436,4991,8993,0,0,0,0,0,0,0,0,15,234,203,0,0,0,0,0
55059,1,Kenosha,County,89598,41946,45165,0,0,0,0,0,0,0,0,111,1384,991,1,0,0,0,0
55061,1,Kewaunee,County,12378,4254,7869,0,0,0,0,0,0,0,0,7,138,110,0,0,0,0,0
55063,1,La Crosse,County,71615,39268,30746,0,0,0,0,0,0,0,0,0,944,657,0,0,0,0,0
55065,1,Lafayette,County,8768,3763,4838,0,0,0,0,0,0,0,0,0,89,78,0,0,0,0,0
55067,1,Langlade,County,11558,3830,7444,0,0,0,0,0,0,0,0,2,154,127,1,0,0,0,0
55069,1,Lincoln,County,17092,6572,10119,0,0,0,0,0,0,0,0,6,225,170,0,0,0,0,0
55071,1,Manitowoc,County,45966,17627,27201,0,0,0,0,0,0,0,0,30,668,438,2,0,0,0,0
55073,1,Marathon,County,78312,31883,44779,0,0,0,0,0,0,0,0,58,923,669,0,0,0,0,0
55075,1,Marinette,County,24129,7678,15730,0,0,0,0,0,0,0,0,51,331,339,0,0,0,0,0
55077,1,Marquette,County,9371,3405,5729,0,0,0,0,0,0,0,0,5,148,84,0,0,0,0,0
55078,1,Menominee,County,1535,1203,288,0,0,0,0,0,0,0,0,1,25,18,0,0,0,0,0
55079,1,Milwaukee,County,457507,315402,131700,0,0,0,0,0,0,0,0,818,6062,3525,0,0,0,0,0
55081,1,Monroe,County,23163,8647,13860,0,0,0,0,0,0,0,0,18,337,301,0,0,0,0,0
55083,1,Oconto,County,24705,7180,16959,0,0,0,0,0,0,0,0,15,296,255,0,0,0,0,0
55085,1,Oneida,County,24667,10272,13898,0,0,0,0,0,0,0,0,14,280,203,0,0,0,0,0
55087,1,Outagamie,County,111106,49196,59077,0,0,0,0,0,0,0,0,0,1671,1155,7,0,0,0,0
55089,1,Ozaukee,County,63073,27208,34914,0,0,0,0,0,0,0,0,53,577,321,0,0,0,0,0
55091,1,Pepin,County,4318,1591,2636,0,0,0,0,0,0,0,0,0,52,39,0,0,0,0,0
55093,1,Pierce,County,25138,10407,14172,0,0,0,0,0,0,0,0,10,307,242,0,0,0,0,0
55095,1,Polk,County,27931,9710,17446,0,0,0,0,0,0,0,0,0,460,313,2,0,0,0,0
55097,1,Portage,County,42932,21989,20082,0,0,0,0,0,0,0,0,25,489,347,0,0,0,0,0
55099,1,Price,County,8806,3181,5424,0,0,0,0,0,0,0,0,0,96,104,1,0,0,0,0
55101,1,Racine,County,106626,49333,54789,0,0,0,0,0,0,0,0,128,1376,1000,0,0,0,0,0
55103,1,Richland,County,9233,4111,4912,0,0,0,0,0,0,0,0,8,122,80,0,0,0,0,0
55105,1,Rock,County,87434,47080,38097,0,0,0,0,0,0,0,0,61,1274,922,0,0,0,0,0
55107,1,Rusk,County,8201,2548,5372,0,0,0,0,0,0,0,0,5,148,128,0,0,0,0,0
55109,1,St. Croix,County,60029,23792,34844,0,0,0,0,0,0,0,0,33,835,525,0,0,0,0,0
55111,1,Sauk,County,37177,18429,17895,0,0,0,0,0,0,0,0,0,500,353,0,0,0,0,0
55113,1,Sawyer,County,11033,4621,6208,0,0,0,0,0,0,0,0,4,105,95,0,0,0,0,0
55115,1,Shawano,County,23298,7549,15052,0,0,0,0,0,0,0,0,12,350,335,0,0,0,0,0
55117,1,Sheboygan,County,66904,27552,37747,0,0,0,0,0,0,0,0,56,916,632,1,0,0,0,0
55119,1,Taylor,County,11122,2943,7892,0,0,0,0,0,0,0,0,0,138,149,0,0,0,0,0
55121,1,Trempealeau,County,15922,6424,9118,0,0,0,0,0,0,0,0,12,220,148,0,0,0,0,0
55123,1,Vernon,County,16482,7765,8312,0,0,0,0,0,0,0,0,8,237,160,0,0,0,0,0
55125,1,Vilas,County,16015,6120,9607,0,0,0,0,0,0,0,0,11,165,112,0,0,0,0,0
55127,1,Walworth,County,60028,22882,35692,0,0,0,0,0,0,0,0,51,818,585,0,0,0,0,0
55129,1,Washburn,County,10882,3916,6724,0,0,0,0,0,0,0,0,4,137,101,0,0,0,0,0
55131,1,Washington,County,90742,28053,61163,0,0,0,0,0,0,0,0,81,841,604,0,0,0,0,0
55133,1,Waukesha,County,273681,105781,163590,0,0,0,0,0,0,0,0,242,2458,1610,0,0,0,0,0
55135,1,Waupaca,County,30107,10013,19117,0,0,0,0,0,0,0,0,23,521,433,0,0,0,0,0
55137,1,Waushara,County,14250,4643,9253,0,0,0,0,0,0,0,0,0,197,157,0,0,0,0,0
55139,1,Winnebago,County,94501,44721,47265,0,0,0,0,0,0,0,0,82,1551,882,0,0,0,0,0
55141,1,Wood,County,41831,17134,23662,0,0,0,0,0,0,0,0,27,527,481,0,0,0,0,0
56001,1,Albany,County,17596,7745,9737,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0
56003,1,Big Horn,County,5664,703,4922,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
56005,1,Campbell,County,17788,1877,15774,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0
56007,1,Carbon,County,6284,1216,5028,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
56009,1,Converse,County,6553,802,5699,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0
56011,1,Crook,County,4244,393,3817,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
56013,1,Fremont,County,16870,4823,11930,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0
56015,1,Goshen,County,6103,1011,5066,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
56017,1,Hot Springs,County,2589,436,2140,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
56019,1,Johnson,County,4828,727,4063,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
56021,1,Laramie,County,43111,13092,29648,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0
56023,1,Lincoln,County,10621,1480,9077,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0
56025,1,Natrona,County,33256,7674,25240,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0
56027,1,Niobrara,County,1193,118,1073,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
56029,1,Park,County,16287,2790,13343,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0
56031,1,Platte,County,4704,747,3924,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
56033,1,Sheridan,County,16154,3438,12580,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0
56035,1,Sublette,County,4829,779,4007,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
56037,1,Sweetwater,County,16351,3550,12724,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0
56039,1,Teton,County,13059,7885,5083,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0
56041,1,Uinta,County,8841,1478,7310,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
56043,1,Washakie,County,3821,588,3207,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
56045,1,Weston,County,3416,375,3026,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
